id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3871,Tes-rā,Tes-ra,,PRO.,pro. m.,,,"His, of him.",,"His, of him.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,,Tes-raː,Tएs-rआ,low,unmapped_chars_sample='Ts-r' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3872,Tétālī,Tetali,,ADJ.,adj.,,,43.,,43.,,"-wāň, m. -wīň, f. -weň, pl. The forty-third.",mainDictionary_repaired.csv,125,original,,Teːtaːlī,Tए (lengthened)ताlī,low,unmapped_chars_sample='Tlī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 2, 'len': 2, 'note': 't + long a'}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3873,Téṭé,Tete,,ADV.,adv.,,,There.,,There.,,-dewā phrase. 'Let him go.',mainDictionary_repaired.csv,125,original,,Teːṭeː,Tए (lengthened)ṭए (lengthened),low,unmapped_chars_sample='Tṭ' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
3874,Ṭethī,Tethi,,ADV.,adv.,,,There.,,There.,,,mainDictionary_repaired.csv,125,original,,Ṭet̪ʰī,Ṭएथī,low,unmapped_chars_sample='Ṭī' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 2, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3875,Tetiyā,Tetiya,,ADV.,adv.,,,At the very spot.,,At the very spot.,,,mainDictionary_repaired.csv,125,original,,Tetijaː,Tएtiया,low,unmapped_chars_sample='Tti' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 2}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': 'yā', 'ipa': 'jaː', 'deva': 'या', 'pos': 4, 'len': 2, 'note': 'y + long a'}]"
3876,Tétīh,Tetih,,ADJ.,adj.,,,33.,,33.,,"-wāň, m. -wīň, f. -weň, pl. The thirty-third.",mainDictionary_repaired.csv,125,original,,Teːtīh,Tए (lengthened)tīh,low,unmapped_chars_sample='Ttīh' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 't', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
3877,Tetṇu,Tetnu,,ADV.,adv. m.,,,So much.,,So much.,,"f. -ī, pl. -é. (Bhajjī).",mainDictionary_repaired.csv,125,original,,Tetṇu,Tएtṇu,low,unmapped_chars_sample='Ttṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3878,Tgāḍā,Tgada,,NOUN,n.m.,,(P. taqāzā),(1) Dunning. (2) a loan due from the clothes given to a tailor to sew.,,(1) Dunning. (2) a loan due from the clothes given to a tailor to sew.,,"-kar-nā, v.t. ir. To dun.",mainDictionary_repaired.csv,125,original,,Tgaːḍaː,Tgआḍआ,low,unmapped_chars_sample='Tgḍ' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3879,Thā'ā,Tha'a,,NOUN,n.m. pl.,,,(1) A kind of grasshopper. (2) A boundary pillar.,,(1) A kind of grasshopper. (2) A boundary pillar.,,pl. -é.,mainDictionary_repaired.csv,125,original,,t̪ʰaː'aː,थआ'आ,low,unmapped_chars_sample=''' count=1,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3880,Thagāṇā,Thagana,,ADJ.,adj. m.,,,"Wise, clever.,-hoṇu, v.i. ir. To be wise.,f. -ī, pl. -é.",,"Wise, clever.,-hoṇu, v.i. ir. To be wise.,f. -ī, pl. -é.",,,mainDictionary_repaired.csv,125,original,,t̪ʰagaːṇaː,थअgआṇआ,low,unmapped_chars_sample='gṇ' count=2,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 6, 'len': 1, 'note': ""Long 'a' vowel""}]"
3881,Ṭhāhaṭ,Thahat,,ADJ.,adj.,,,68.,,68.,,"-wāň, m. -wīň, f. -weň, pl. Sixty-eighth.",mainDictionary_repaired.csv,125,original,,Ṭhaːhaṭ,Ṭhआhअṭ,low,unmapped_chars_sample='Ṭhhṭ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṭ', 'pos': 5}]"
3882,Thahātar,Thahatar,,ADJ.,adj.,,,78.,,78.,,"-wāň, m. -wīň, f. -weň, pl. The seventy-eighth.",mainDictionary_repaired.csv,125,original,,t̪ʰahaːtar,थअhआtअr,low,unmapped_chars_sample='htr' count=3,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 't', 'pos': 5}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 6, 'len': 1, 'note': ""Short 'a' vowel""}]"
3883,Thāhṛi-jāṇu,Thahri-janu,,V.I.,v.i. ir.,,,To cease raining.,,To cease raining.,,,mainDictionary_repaired.csv,125,original,,t̪ʰaːhṛi-jaːṇu,थआhṛi-jआṇu,low,unmapped_chars_sample='hṛi-jṇ' count=7,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'i', 'pos': 5}, {'matched': None, 'char': '-', 'pos': 6}]"
3884,Ṭhāhṛṇu,Thahrnu,,V.I.,v.i. re.,,,"(1) To cease, to stop raining. (2) To halt.",,"(1) To cease, to stop raining. (2) To halt.",,,mainDictionary_repaired.csv,125,original,,Ṭhaːhṛṇu,Ṭhआhṛṇu,low,unmapped_chars_sample='Ṭhhṛṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3885,Ṭhāīs,Thais,,ADJ.,adj.,,,28.,,28.,,"-wāň, m. -wīň, f. -weň, pl. The twenty-eighth.",mainDictionary_repaired.csv,125,original,,Ṭhaːīs,Ṭhआīs,low,unmapped_chars_sample='Ṭhīs' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ī', 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}]"
3886,Ṭhār,Thar,,NOUN,n.m.,,,See Tahāir.,,See Tahāir.,,,mainDictionary_repaired.csv,126,original,,Ṭhaːr,Ṭhआr,low,unmapped_chars_sample='Ṭhr' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}]"
3887,Ṭhārā,Thara,,NOUN,n.m.,,,See Tahāir.,,See Tahāir.,,,mainDictionary_repaired.csv,126,original,,Ṭhaːraː,Ṭhआrआ,low,unmapped_chars_sample='Ṭhr' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3888,Ṭharol,Tharol,,N.F.,n.f.,,,A customary cash payment made on certain feast days to a daughter or sister.,,A customary cash payment made on certain feast days to a daughter or sister.,,,mainDictionary_repaired.csv,126,original,,Ṭharol,Ṭhअrओl,low,unmapped_chars_sample='Ṭhrl' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 5}]"
3889,Thathā,Thatha,,NOUN,n.m.,,,"A customary gift, given to menials such as the nāī, chamār, ḍhobī, etc., on feast days.",,"A customary gift, given to menials such as the nāī, chamār, ḍhobī, etc., on feast days.",,,mainDictionary_repaired.csv,126,original,,t̪ʰat̪ʰaː,थअथआ,high,,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 3, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3890,Thakā-huṇḍā,Thaka-hunda,,ADJ.,adj. m.,,,"Ill, indisposed, sick.",,"Ill, indisposed, sick.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,t̪ʰakaː-huṇḍaː,थअkआ-huṇḍआ,low,unmapped_chars_sample='k-huṇḍ' count=6,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': '-', 'pos': 5}, {'matched': None, 'char': 'h', 'pos': 6}]"
3891,Ṭhakāī,Thakai,,N.F.,n.f.,,,Fatigue.,,Fatigue.,,,mainDictionary_repaired.csv,126,original,,Ṭhakaːī,Ṭhअkआī,low,unmapped_chars_sample='Ṭhkī' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3892,Thakāwṇu,Thakawnu,,V.T.,v.t. re.,,,To tire.,,To tire.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,t̪ʰakaːwṇu,थअkआwṇu,low,unmapped_chars_sample='kwṇu' count=4,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 5}, {'matched': None, 'char': 'ṇ', 'pos': 6}]"
3893,Ṭhākar,Thakar,,NOUN,n.m.,,,The title of a petty Hill chief.,,The title of a petty Hill chief.,,,mainDictionary_repaired.csv,126,original,,Ṭhaːkar,Ṭhआkअr,low,unmapped_chars_sample='Ṭhkr' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
3894,Ṭhākṇu,Thaknu,,V.I.,v.i. re.,,,"To become ill, to fall sick.",,"To become ill, to fall sick.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,Ṭhaːkṇu,Ṭhआkṇu,low,unmapped_chars_sample='Ṭhkṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3895,Ṭhakrāī,Thakrai,,N.F.,n.f.,,,"A term for the petty Hill States, governed by Ṭhākurs.",,"A term for the petty Hill States, governed by Ṭhākurs.",,,mainDictionary_repaired.csv,126,original,,Ṭhakraːī,Ṭhअkrआī,low,unmapped_chars_sample='Ṭhkrī' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3896,Ṭhākar-dwārā,Thakar-dwara,,NOUN,n.m.,,,"A deity temple, especially Vishnu.",,"A deity temple, especially Vishnu.",,,mainDictionary_repaired.csv,126,original,,Ṭhaːkar-dʋaːraː,Ṭhआkअr-dवा/वrआ,low,unmapped_chars_sample='Ṭhkr-d' count=7,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
3897,Ṭhākur,Thakur,,NOUN,n.m.,,(H.),The deities in general.,,The deities in general.,,"-dhwāī, n.f. An oath on a god. 'Ṭhākur-di-dhwār, āň jār dyā teyār.' - 'I say on oath that I have been there.'",mainDictionary_repaired.csv,126,original,,Ṭhaːkur,Ṭhआkur,low,unmapped_chars_sample='Ṭhkur' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
3898,Ṭhā'l,Tha'l,,NOUN,n.m.,,,"A large dish, especially of a chief or his wife.",,"A large dish, especially of a chief or his wife.",,,mainDictionary_repaired.csv,126,original,,Ṭhaː'l,Ṭhआ'l,low,unmapped_chars_sample='Ṭh'l' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}]"
3899,Ṭhāl,Thal,,N.F.,n.f.,,,An oath of prohibition.,,An oath of prohibition.,,"-deṇī, v.t. ir. To prohibit by an oath.",mainDictionary_repaired.csv,126,original,,Ṭhaːl,Ṭhआl,low,unmapped_chars_sample='Ṭhl' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}]"
3900,Ṭhālā,Thala,,NOUN,n.m.,,(H. ṭhāli),Bottom.,,Bottom.,,Proverb: 'Chīso dā pāthar pāyā ṭhālé-khe dewā.' - 'If a stone is cast into the water it goes down to the bottom.',mainDictionary_repaired.csv,126,original,,Ṭhaːlaː,Ṭhआlआ,low,unmapped_chars_sample='Ṭhl' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3901,Ṭhālāwṇu,Thalawnu,,V.T.,v.t. re.,,,To cause or allow to prohibit by an oath.,,To cause or allow to prohibit by an oath.,,,mainDictionary_repaired.csv,126,original,,Ṭhaːlaːwṇu,Ṭhआlआwṇu,low,unmapped_chars_sample='Ṭhlwṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 5}]"
3902,Ṭhālnu,Thalnu,,V.T.,v.t. re.,,,To prohibit by an oath.,,To prohibit by an oath.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,Ṭhaːlnu,Ṭhआlnu,low,unmapped_chars_sample='Ṭhlnu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3903,Ṭhāluwṇu,Thaluwnu,,V.I.,v.i. re.,,,To be prohibited by an oath.,,To be prohibited by an oath.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,Ṭhaːluwṇu,Ṭhआluwṇu,low,unmapped_chars_sample='Ṭhluwṇ' count=7,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}, {'matched': None, 'char': 'w', 'pos': 5}]"
3904,Thambhā,Thambha,,NOUN,n.m.,,(H. khambhā),A beam of timber.,,A beam of timber.,,,mainDictionary_repaired.csv,126,original,,t̪ʰambhaː,थअmbhआ,low,unmapped_chars_sample='mbh' count=3,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 6, 'len': 1, 'note': ""Long 'a' vowel""}]"
3905,"Thambhāwṇu, thāmbhāwṇu","Thambhawnu, thambhawnu",,NOUN,n.m.,,,"Ceasing, the act of being quiet.",,"Ceasing, the act of being quiet.",,"-deṇā, v.i. ir. To be quiet.",mainDictionary_repaired.csv,126,original,,"t̪ʰambhaːwṇu, t̪ʰaːmbhaːwṇu","थअmbhआwṇu, थआmbhआwṇu",low,unmapped_chars_sample='mbhwṇu' count=14,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 6, 'len': 1, 'note': ""Long 'a' vowel""}]"
3906,Thambhawṇu,Thambhawnu,,V.T.,v.t. re.,,,To cause or allow to hold.,,To cause or allow to hold.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,t̪ʰambhawṇu,थअmbhअwṇu,low,unmapped_chars_sample='mbhwṇu' count=6,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 6, 'len': 1, 'note': ""Short 'a' vowel""}]"
3907,Thāmbhṇu,Thambhnu,,V.T.,v.t. re.,,,"To hold, to cease.",,"To hold, to cease.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,126,original,,t̪ʰaːmbhṇu,थआmbhṇu,low,unmapped_chars_sample='mbhṇu' count=5,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': None, 'char': 'ṇ', 'pos': 6}]"
3908,Thāmo,Thamo,,NOUN,n.m. pl.,,,Beams of timber.,,Beams of timber.,,,mainDictionary_repaired.csv,126,original,,t̪ʰaːmo,थआmओ,low,unmapped_chars_sample='m' count=1,"[{'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 0, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
